,places,doc_id
13504,Mosegaardens,6781
13505,Volden 32,6782
13506,Graven 29.,6782
13507,Vilkaar,6783
13508,Brendstrup,6783
13509,Zoologisk Have,6784
13510,Zoologisk Have,6784
13511,Haven,6785
13512,Aarhus Kommune,6785
13513,Haven,6785
13514,Haven,6785
13515,Aarhus Kommune,6785
13516,Aarhus Kommune,6785
13517,Københavns Zoologiske,6785
13518,"Reventlows
",6785
13519,Haven,6786
13520,Arbejdsanstalten,6791
13521,Kommunehospitalet,6791
13522,Vandværket,6794
13523,Kaarsbøl,6796
13524,Matr. Nr. 69 af Markj,6802
13525,Stockholmsgade,6802
13526,Havnen,6804
13527,Ruten,6808
13528,Rønde-Aarhus,6808
13529,Marselisborg Hospital,6809
13530,Skejby,6810
13531,Christianslyst,6812
13532,Riisvangen,6812
13533,Hvidovre,6817
13534,Marienlund,6820
13535,Trøjborg,6820
13536,Riis Skov,6820
13537,Marienlund,6820
13538,Trøjborg,6822
13539,Harald Jensens,6822
13540,Plads,6822
13541,Christiansbjerg,6822
13542,Nørrebrogades,6823
13543,Læssøesgades,6823
13544,Skovvangsvej,6826
13545,Munkegades Skole,6830
13546,Statslaan,6831
13547,Fuglebakkevej,6831
13548,Statslaan,6832
13549,Egebækvej,6832
13550,Vilkaar,6834
13551,Statsbolig-fondslaan,6838
13552,Tordenskjoldsgade 26 -30.,6838
13553,Statsboligfondslaan,6839
13554,Teglværksgade 13-19 og Sejrøgade 1-3.,6839
13555,"Klostergade 41, 43 |og",6840
13556,Klostertorv,6840
13557,Trondhjemsgades Forlængelse,6841
13558,Aarhus,6845
13559,Randers,6845
13560,Det sociale Boligbyggeri,6857
13561,Statslaan,6858
13562,Skovvangsvej,6858
13563,Vennelyst,6860
13564,Ejendommen Nygade 22.,6861
13565,Aarhus Borgerskoler,6862
13566,Det sociale Boligbyggeri,6867
13567,Aarhus,6867
13568,Flyveplads,6869
13569,Christianslyst,6871
13570,Solhøj,6875
13571,Vestre Ringgade,6875
13572,Det sociale Boligbyggeri,6878
13573,Blok V ved Vestre Ringgade,6878
13574,Møllevangsskolen,6879
13575,Vestre Ringgade,6879
13576,Møllevangsskolen,6879
13577,Eskelund,6880
13578,Viby,6880
13579,Sygekassen,6884
13580,Aarhus,6884
13581,Guldsmedgade 25.,6885
13582,Aaboulevarden,6886
13583,Rundskue,6886
13584,Toldbodgade,6887
13585,Gaden,6887
13586,Gaden,6887
13587,Toldbodgade,6887
13588,Christianiagade,6889
13589,Gaden,6889
13590,Aarhus Teater,6892
13591,Statslaan,6899
13592,Egebækvej,6899
13593,Grunden,6899
13594,Statslaanet,6899
13595,Grunden,6899
13596,Klostergade 43.,6902
13597,Grunden,6904
13598,Grunden,6904
13599,Marselisborg Skole,6906
13600,Marselisvej,6907
13601,Marselis Tværvej,6907
13602,Vandværket,6914
13603,Havnen,6915
13604,Elektricitetsværket,6916
13605,Elektricitetsværket,6917
13606,Elektricitetsværket,6919
13607,Havnen,6925
13608,Volden 32-Graven,6936
13609,Matr. Nr. 2 a,6937
13610,Harlevholm,6937
13611,Harlev Sogn,6937
13612,Matr. Nr. 14 az af Viby,6938
13613,Eskelund,6939
13614,Viby,6939
13615,Matr. Nr. 70 a g,6940
13616,Horsens,6946
13617,Sidevej,6951
13618,Det sociale Boligbyggeri,6951
13619,Blok V.,6951
13620,Møllevangsskolen,6952
13621,Aldersrenteboligerne,6952
13622,Kloak,6953
13623,Dyrehavevej,6953
13624,Trøjborg Vuggestue,6957
13625,Dyrehavevej,6961
13626,Vestre Ringgade,6961
13627,Stockholmsgade,6961
13628,Ørebrogade,6961
13629,Laurvigsgade,6961
13630,Højvangs Jord,6961
13631,Stockholmsgade,6961
13632,Ydre Ringgades,6961
13633,Langelandsgades Fortsættelse,6961
13634,Skovvangsvej,6961
13635,Trondhjemsgade,6961
13636,Bethesdavej,6961
13637,Idrætsparken,6961
13638,S. Frichsvejs,6962
13639,Aaby Kommune,6962
13640,Frederiksbjerg,6963
13641,Thorvaldsensgade,6969
13642,Smedens Bro,6969
13643,Vestergade,6969
13644,Nordvestpassagen,6970
13645,Bøgebjergvej,6971
13646,Slagtehuset,6972
13647,Industribygningen,6974
13648,Slagtehuset,6974
13649,København,6974
13650,Aarhus,6974
13651,Industribygningen,6974
13652,Slagtehuset,6974
13653,Store Torv,6977
13654,Rosensgade,6977
13655,Frederiksgade,6977
13656,København,6978
13657,Københavns,6978
13658,Aarhus Kommune,6983
13659,Ejendommen,6984
13660,"Mejlgade 3-5 .55.130,38""",6984
13661,Brendstrupvej,6985
13662,Stockholmsgade,6985
13663,Kalmargade,6985
13664,Laanemarkedet,6986
13665,Aalborg,6989
13666,Jord,6990
13667,Kommunehospitalets,6990
13668,"Haraldsgade 22, Kongsvang",6990
13669,Raadhuspladsen,6990
13670,Skovvangsskolen,6991
13671,Hasle By,6991
13672,Aadal,6991
13673,Viby By,6991
13674,Husvilde,6991
13675,Brendstrupvej,6991
13676,Ombygningen,6991
13677,Finsensgades Skole,6991
13678,Aarhus,6991
13679,Aarhus,6993
13680,København,6993
13681,Aarhus,6993
13682,Kasted,6997
13683,Ndr. Ringgade,6998
13684,Naturhistorisk Museum,6999
13685,Søndergade 30 ................ 2.377 Kr. 20 0.,7006
13686,"Hellerupvej 9 ....................... 2.000 "" 00 """,7006
13687,"Mejlgade 46................... 1.886 "" 90 ""
",7006
13688,Chr. Wærumsgade 15,7007
13689,MarselisBoulevard,7007
13690,Kystvej,7007
13691,Aabyhøj,7007
13692,Bero,7009
13693,København,7010
13694,Langenæs,7011
13695,Langenæs,7012
13696,Flyvepladsen,7012
13697,Jord,7012
13698,Langenæs,7012
13699,Langenæs,7013
13700,Østergade 5.,7016
13701,"Klostergade 43 m. v.
Toges",7018
13702,Annagade,7019
13703,Aarhus,7021
13704,København,7023
13705,Dyrehavevej,7024
13706,Trøjborg Vuggestue,7028
13707,Industribygningen,7031
13708,Slagtehuset,7031
13709,Nordborggade,7032
13710,Haderslevgade,7032
13711,Dollerup Strand,7034
13712,Børnehjemmet Bethesda,7035
13713,Zoologisk Have,7037
13714,Jyllandsallé,7038
13715,Folkekøkkenets,7041
13716,Afdelingen for Byggematerialer og Anvendelse af Lokalerne,7042
13717,Falkevej,7043
13718,Blaamejsevej,7043
13719,Spanien,7044
13720,Frederiksgade,7044
13721,Ny Tjørnegade,7045
13722,Ormslev Børnehjem,7051
13723,Matr. Nr. 106 ad til Komitéen for den ny Kirke,7052
13724,Christiansbjerg,7052
13725,Markj,7053
13726,.,7053
13727,Aarhus Kommune,7053
13728,Højvangs Allé,7054
13729,Jyllands Allé,7055
13730,Nordborggade,7056
13731,Nordborggade,7057
13732,Aarhus,7065
13733,Østergade 5.,7066
13734,Østergade 5,7067
13735,Byens,7068
13736,Brabrand-Aarslev,7070
13737,Viby,7070
13738,Hasle-Skejby-Lisbjerg,7070
13739,Vejlby-Risskov,7070
13740,Aaby,7070
13741,Holme Tranbjerg,7070
13742,Forvejen,7070
13743,Aarhus,7071
13744,Kommunehospitalets,7092
13745,Kommunehospitalet,7092
13746,Nordborggade,7097
13747,Haderslevgade,7097
13748,Zoologisk Have,7102
13749,Jyllandsallé,7103
13750,Folkekøkkenets,7106
13751,Aarhus Museums,7108
13752,Aarhus Museum,7115
13753,Christiansbjerg,7116
13754,Birkegade,7116
13755,Kastaniegade,7116
13756,Landevejen,7116
13757,Kirken,7117
13758,Dalgas Avenue,7118
13759,Bøgebjergvej,7119
13760,Egebækvej,7119
13761,"Matr. Nr. 66 a af Markj.
Godkendtes",7122
13762,Trondhjemsgade,7123
13763,Bøgebjergvej,7124
13764,Jyllandsallé,7125
13765,Bøgebjergvej,7126
13766,Aarhus Kommune,7127
13767,Slutløn,7127
13768,Kommunens,7129
13769,Kommunens Hospitaler,7129
13770,Kirkegaarde,7133
13771,Parker,7133
13772,Kirkegaardene,7133
13773,Teknisk Skole,7134
13774,Aarhus,7137
13775,Aarhus Havn,7137
13776,Byen,7137
13777,Aarhus,7138
13778,Havnen,7139
13779,Tanken,7139
13780,København,7148
13781,Bøgebjergvej,7150
13782,Egebæksvej,7150
13783,Marselisborg Hospital,7151
13784,Kommunehospitalet,7152
13785,Vejlefjord Sanatorium,7152
13786,Vejlefjord Sanatorium,7152
13787,Aarhus Kommunehospital,7153
13788,Aarhus Cyklebane,7155
13789,Kaserneboulevarden,7156
13790,Det sociale Boligbyggeri,7158
13791,Statslaan,7159
13792,Villa Bøgebjergvej,7159
13793,Statslaan,7160
13794,Moesgaard Strand,7162
13795,"Østergade 5, idet Beløbet afholdes ved Laan",7164
13796,Volden 32,7165
13797,Graven,7165
13798,Egebæksvej,7166
13799,Aarhus,7167
13800,Svømmehallen,7167
13801,Havnen,7167
13802,Marselisborg Hospital,7168
13803,Brabrand Sø,7170
13804,Brabrand Sø,7171
13805,Arbejdsanstalten,7186
13806,Statslaan,7194
13807,Ejendommen Nordborggade 14.,7194
13808,Marienlund,7195
13809,Bero,7195
13810,Riis Skov,7195
13811,Marienlund,7195
13812,Marienlund,7195
13813,Skoven,7195
13814,Marienlund,7195
13815,Skoven,7195
13816,Aarhus,7196
13817,Havnen,7196
13818,Garagen,7197
13819,Silkeborgvej,7197
13820,Riisskov,7197
13821,Østbanegaarden,7197
13822,Remisen,7197
13823,Kongsvang,7197
13824,Banegaarden,7197
13825,Marienlund,7197
13826,Christiansbjerg,7197
13827,Aarhus,7198
13828,Fuglebakkevej,7201
13829,Haderslevgade,7202
13830,Beboelsesbygning Nordborggade 14.,7203
13831,Aarhus Havn,7204
13832,Søndre Kirkegaard,7208
13833,Marselis Boulevard,7209
13834,Hads-Ning Herreders,7211
13835,Aarhus Idrætspark,7213
13836,Bebyggelsen af Museumsgrunden,7217
13837,Dalgas Avenue,7219
13838,Bøgebjergvej,7220
13839,Egebæksvej,7220
13840,Aarhus,7223
13841,Trøjborg Folkebørnehaves,7225
13842,Høskoven-Tousgaard,7230
13843,Slagtehuset,7231
13844,Husvildeafdelingen,7232
13845,Havnens Administrationsbygning,7232
13846,Husvilde,7233
13847,Volden 32 og om Tillægsbevilling,7234
13848,Silkeborgvej,7238
13849,Vestre Kirkegaard,7238
13850,Marselisborg Hospital,7241
13851,Mejlgade 59.,7249
13852,Det sociale Boligbyggeri,7252
13853,Ruten Aarhus-Lyngaa,7253
13854,Paradisgades,7254
13855,Frederiksallés,7254
13856,Raadhuset,7255
13857,Stockholmsgade,7256
13858,Finlandsgade,7257
13859,Museumsgade,7258
13860,Thorvaldsensgade,7258
13861,Vestergade,7258
13862,Finlandsgade,7259
13863,Nordvestpassagen,7260
13864,Jyllandsallé,7261
13865,Jyllandsallé,7262
13866,Ndr. Ringgade,7263
13867,Nordborggade 12.,7264
13868,Nordborggade 6.,7265
13869,Nordborggade 14.,7266
13870,Nordborggade 10.,7267
13871,Nordborggade 8.,7268
13872,Thunøgade 2 A,7270
13873,"Christiansgade 30, om Fritagelse",7271
13874,Stiftelsens Friboliger,7274
13875,Det sociale Boligbyggeri,7281
13876,Statslaan,7282
13877,Villa Bøgebjergvej 2.,7282
13878,Statslaan,7283
13879,Byen,7284
13880,Moesgaard Strand,7285
13881,Haderslev Vejinspektorat,7288
13882,Aarhus Kommune,7288
13883,Borgerskolen,7299
13884,Ny Munkegade,7299
13885,Borgerskolen,7299
13886,Finsensgade,7299
13887,Odense,7308
13888,Zoologisk Have,7308
13889,Aarhus,7308
13890,Haven,7308
13891,Dyreparken,7309
13892,Haven,7309
13893,Stadionallé,7309
13894,Stadionalle,7310
13895,Skoven,7310
13896,Haven,7310
13897,Skoven,7310
13898,Remisen,7312
13899,Kongsvang,7312
13900,Banegaarden,7312
13901,Vejlby,7312
13902,Østbanegaarden,7312
13903,København,7312
13904,Laan af Vogne,7312
13905,Tyskland,7312
13906,Aarhus,7312
13907,Sønderallé,7313
13908,Fredensgade,7313
13909,Ny Banegaardsgade,7313
13910,Marselisborg Skole,7315
13911,Aarhus Museums,7316
13912,Høskoven-Tousgaard,7321
13913,Havnens Administrationsbygning,7323
13914,Husvilde,7324
13915,Volden 32.,7325
13916,Botanisk Have,7328
13917,Silkeborgvej,7329
13918,Vestre Kirkegaard,7329
13919,Raadhuset,7333
13920,Trappe,7340
13921,Mejlgade 59.,7340
13922,Marselisborg Hospital,7341
13923,Dybbølgade 18.,7343
13924,Skæring Strand,7344
13925,Kommunens,7351
13926,Kommunens,7351
13927,Hammelbanen,7353
13928,Boulstrup,7355
13929,Boulstrup-Aarhus,7355
13930,Tranbjerg,7356
13931,Tranbjerg-Aarhus,7356
13932,Fredericia,7363
13933,Fredericia,7363
13934,Norges Plads,7364
13935,Det sociale Boligbyggeri,7364
13936,Det sociale Boligbyggeri,7365
13937,Statslaan,7366
13938,Møllevangen,7366
13939,Thunøgade 33,7367
13940,Vilkaar,7367
13941,Aarhus,7368
13942,Aarhus,7368
13943,Danmark,7368
13944,Aarhus,7368
13945,Egaa,7368
13946,Danmark,7368
13947,København,7368
13948,Aalborg,7368
13949,Esbjerg,7368
13950,Rønne,7368
13951,Odense,7369
13952,Aarhus,7369
13953,Egaa Minesminde,7369
13954,Taalfor,7369
13955,True,7369
13956,Grundfør,7369
13957,Tranbjerg,7369
13958,Minesminde,7369
13959,Taalfor,7369
13960,Grenaa Landevej,7369
13961,Kysten,7369
13962,Hjortshøj Kommune,7369
13963,Landevejen,7369
13964,Landevejen,7369
13965,Tilst Teglværk,7369
13966,Lufthavnen,7370
13967,Egaa,7370
13968,Riisskov,7370
13969,Vejlby Kommune,7370
13970,Egaa,7370
13971,True,7370
13972,Byen,7371
13973,Jord,7371
13974,Egaa,7371
13975,Egaa,7371
13976,Aarhus,7371
13977,Byen,7372
13978,Egaa,7372
13979,Egaa,7372
13980,Aarhus,7372
13981,Egaa,7372
13982,Holland,7373
13983,Aalborg,7373
13984,Aarhus,7373
13985,Sverrig,7373
13986,Aarhus,7373
13987,Taalfor,7373
13988,Zoologisk Have,7376
13989,Naturhistorisk Museum,7376
13990,Zoologisk Have,7376
13991,Havens Drift,7377
13992,Haven,7377
13993,København,7378
13994,Aarhus,7379
13995,Vandværket,7382
13996,Vandværket,7382
13997,Vandværket,7383
13998,Sporvejene,7386
13999,Remise,7387
14000,Sagen,7387
14001,Slagtehuset,7388
14002,Fredericia,7398
14003,København,7398
14004,Fredericia,7398
14005,Fredericia,7398
14006,Kolding,7398
14007,Købstæderne Vest for Store Bælt,7399
14008,Fredericia,7399
14009,København,7399
14010,Christiansbjerg,7407
14011,Aarhus,7408
14012,Marselisborg Hospital,7415
14013,Skæring Strand,7418
14014,Havnens Udvidelse,7419
14015,Søsportshavn,7420
14016,Varna,7420
14017,Elektricitetsværkets Produktionsanlæg,7421
14018,Aarhus Idrætspark,7424
14019,Aarhus,7424
14020,Byen,7424
14021,Stadionallé,7425
14022,Bygningen,7425
14023,Aarhus,7425
14024,København,7425
14025,Aarhus,7425
14026,Pladsen,7426
14027,Pladsen,7426
14028,Aarhus,7429
14029,Gadenavne,7431
14030,Christianskirken,7431
14031,Spadserestien,7431
14032,Stien,7431
14033,Aarhus Museums,7432
14034,Aarhus Havns,7434
14035,Aarhus,7437
14036,Aarhus Kommune,7441
14037,Aarhus Havn,7441
14038,Ceres Isbassin,7449
14039,Hvedevangen,7450
14040,Nordvestpassagen,7451
14041,Bethesdavej,7452
14042,Otto Sverdrups,7453
14043,Upsalagade,7454
14044,Aarhus,7456
14045,Aarhus,7462
14046,Evaldsgade,7464
14047,Dronningborg,7464
14048,Nordborggade,7465
14049,Haderslevgade,7465
14050,Aarhus,7466
14051,Banegaard,7466
14052,Aarhus Lufthavn,7467
14053,Skejby,7467
14054,Aarhus,7467
14055,Aarhus Lufthavn,7467
14056,True,7468
14057,Egaa,7468
14058,Landevej,7468
14059,True,7468
14060,Egaa,7468
14061,True,7469
14062,True,7469
14063,Egaa,7469
14064,Jorden,7469
14065,Havnens Bygning,7470
14066,Danmark,7470
14067,København,7471
14068,True,7472
14069,True,7472
14070,Egaa,7472
14071,Havnen,7472
14072,True,7472
14073,Landsby,7472
14074,Egaa,7472
14075,Stor-Aarhus,7473
14076,True,7473
14077,Silkeborg,7473
14078,Skanderborg,7473
14079,Randers,7473
14080,Randers,7473
14081,Silkeborg,7473
14082,Silkeborg,7473
14083,Stor-Aarhus,7473
14084,Egaa,7473
14085,Aarhus,7473
14086,Aarhus,7473
14087,Mols,7473
14088,Djursland,7473
14089,Aarhus,7474
14090,Egaa,7474
14091,Egaa,7474
14092,Landevejen,7474
14093,Egaa,7474
14094,Egaa,7474
14095,True,7474
14096,Bivej,7475
14097,Egaa,7475
14098,Aarhus Kommune,7475
14099,Egaa,7476
14100,True,7476
14101,Egaa,7476
14102,True,7476
14103,True,7476
14104,Lufthavnen,7476
14105,Teglværk,7476
14106,Mølle,7476
14107,True,7476
14108,Egaa,7476
14109,True Landsby,7477
14110,Egaa,7477
14111,True,7477
14112,True,7477
14113,True,7477
14114,Egaa Landsby,7477
14115,Egaa,7477
14116,True,7477
14117,Egaa,7477
14118,True,7478
14119,Egaa,7478
14120,Skæring,7478
14121,True,7478
14122,Egaa,7478
14123,Egaa,7478
14124,Pladsen,7479
14125,Tirstrup,7479
14126,Aarhus,7480
14127,Egaa,7480
14128,Egaa,7480
14129,Taalfor,7481
14130,Taalfor,7481
14131,Thunøgade 33,7482
14132,Statslaan,7484
14133,Møllevangen,7484
14134,Østergade5),7485
14135,Københavns Kommune,7487
14136,Aarhus,7487
14137,Aarhus Havn,7489
14138,Sct. Paulsgade,7494
14139,Skolegade 19.,7494
14140,Fyensgade,7494
14141,Aalborggade 6.,7494
14142,Fiskergade 39.,7494
14143,Frederiksallé 105.,7494
14144,Nørrebrogade 16.,7494
14145,Kroghsgade 12.,7494
14146,de Mezasvej 11.,7494
14147,Brendstrupvej 135.,7494
14148,Kaserneboulevard 15.,7494
14149,"M. C. Lyngsiesvej 8, Aabyhøj",7494
14150,Skanderborgvej 15.,7494
14151,Falstersgade 44.,7494
14152,Samsøgade 80.,7494
14153,Ny Munkegade 99.,7494
14154,Ny Munkegade 97.,7495
14155,Brendstrupvej 227.,7495
14156,Sct. Paulsgade,7495
14157,Lollandsgade 62.,7495
14158,Ringkøbingvej 27.,7495
14159,H.C. Andersensvej,7495
14160,Aabyhøj,7495
14161,Studsgade,7495
14162,Vesterbrogade 5.,7495
14163,Randersvej 30.,7495
14164,Horsensgade 11.,7495
14165,Thorvaldsensgade 7,7495
14166,Sejrøgade 15.,7495
14167,Frederiksgade 15 C,7495
14168,"Vestergade 52,
",7495
14169,Salten,7496
14170,Salten,7496
14171,Ærinde,7497
14172,Aarhus,7499
14173,Aarhus,7499
14174,Vejlby,7500
14175,Skejby,7500
14176,Jord,7500
14177,Aarhus Skel,7500
14178,Alen,7501
14179,Jord,7501
14180,Plads,7501
14181,Grenaa Landevej,7501
14182,Grenaavej,7501
14183,Alen,7501
14184,Jord,7501
14185,Marken,7501
14186,Hovedlandevejene,7501
14187,Aarhus,7504
14188,København,7504
14189,Marselisborg Hospital,7506
14190,Nørregade 46.,7513
14191,Sdr. Ringgade,7514
14192,Kalø Slotsruin,7520
14193,Aarhus Museums,7522
14194,Zoologisk Have,7524
14195,Zoologisk Have,7525
14196,Aarhus Havn,7526
14197,Gangtunnelen,7529
14198,Søbadeanstalten,7529
14199,Salonen,7529
14200,Martha-hjemmets Vuggestue,7530
14201,Marselisborg Hospital,7534
14202,Mindeparken,7535
14203,Vandværket,7535
14204,vestre Bydel,7537
14205,Hamborg,7540
14206,Parkerne,7543
14207,Hammelbanen,7548
14208,Frichs Fabrikker,7548
14209,Aarene,7548
14210,Egebæksvejs,7549
14211,Fiskergade 3.,7550
14212,Aarhus,7554
14213,Havnen,7561
14214,Havnens,7564
14215,Roald Amundsens,7565
14216,Roald Amundsens,7566
14217,Vorrevangs Allé,7567
14218,Vorrevangs Allé,7568
14219,Nordvestpassagen,7569
14220,Markj,7574
14221,.,7574
14222,Fiskergade 3. - 2. Behandling.,7592
14223,Vejlby,7593
14224,Aarhus,7595
14225,Finlandsgade,7597
14226,Roald Amundsens,7598
14227,Vorregaardsallé,7599
14228,Aarhus,7601
14229,Studsgade 29,7607
14230,Nørregade 41,7607
14231,Det sociale Boligbyggeri,7612
14232,Vandværket,7614
14233,Skoletandklinikken,7615
14234,Kommunehospitalet,7619
14235,Kommunehospitalet,7620
14236,Kommunehospitalet,7621
14237,Vandværket,7625
14238,Sporvejene,7626
14239,Egebæksvejs,7627
14240,Svømmehallen,7630
14241,Svømmehallen,7630
14242,Svømmehallens,7630
14243,Søbadeanstalternes Badeafdelinger,7630
14244,Holstebro,7632
14245,Haderslevgade,7634
14246,Nordborggade,7634
14247,Riis Skov,7635
14248,Zoologisk Have,7637
14249,Jordarbejdet,7638
14250,Langenæs II,7638
14251,Sportsanlæget,7638
14252,Viby Mosegaard,7638
14253,Det sociale Boligbyggeri,7639
14254,Aarhus,7639
14255,Frederiks-bjerg,7641
14256,Frederikshaldsgade,7642
14257,Gadens Istandsættelse,7642
14258,Gaden,7642
14259,Møllevangsskolen,7643
14260,Viby-Aarhus,7646
14261,Bøgebjergvej,7648
14262,Upsalagade,7649
14263,Havnen,7650
14264,Aarhus Kommune,7651
14265,Aarhus Havn,7651
14266,Københavns Kommunes,7658
14267,Københavns Kommunes,7659
14268,Aarhus Kommunes,7659
14269,Oøre,7660
14270,Det sociale Boligbyggeri,7664
14271,Statslaan,7665
14272,Studsgade 29-Nørregade 41,7667
14273,"Frederiksalle 11 7200,00 Kr.",7670
14274,"Kystvej 27............................ 2400,00""
",7670
14275,Strandvej,7670
14276,"Pontoppidansgade 30 ..............600,00""",7670
14277,Marselis Boulevard,7670
14278,"Clemensstræde 10 ...................660,00Kr.",7671
14279,Holme-Tranbjerg Kommune,7671
14280,Tiisagn,7677
14281,Dyrehavevej,7677
14282,Ny Munkegades Skole,7679
14283,Aarhus,7680
14284,Stautrup,7681
14285,Vandværket,7684
14286,Aarhus Idrætspark,7685
14287,Stadionbygning,7685
14288,Zoologisk Have,7687
14289,Aarhus,7690
14290,Feriebyens,7690
14291,Aarhus Kommune,7690
14292,Feriebyen,7690
14293,Aarhus Kommune,7691
14294,Aarhus Kommunes,7691
14295,Aarhus Kommune,7691
14296,Aarhus Havn,7691
14297,Trøjborg,7693
14298,Trøjborg,7694
14299,Christiansbjerg,7694
14300,Christiansbjerg,7694
14301,Forvejen,7695
14302,Aarhus,7698
14303,Tvangsarbejdsanstalten,7701
14304,Horsens,7701
14305,Bøgebjergvej,7702
14306,Bøgebjergvej,7704
14307,Laur-vigsgade,7705
14308,Idrætsparkens,7706
14309,Aarhus,7709
14310,Aarhus,7709
14311,Viborg,7709
14312,Aarhus,7710
14313,København,7711
14314,Hotel Royal,7712
14315,Aarhus,7712
14316,Byen,7712
14317,Hotel Royal,7712
14318,Hotel Royal,7713
14319,Hotel Royal,7714
14320,Hotel Royal,7714
14321,"Hotel ""Royal",7714
14322,Det sociale Boligbyggeri,7718
14323,Statslaan,7721
14324,Viborggaarden,7721
14325,København,7726
14326,København,7726
14327,Aarhus,7726
14328,"Schleppegrellsgade 11 ............................250""
",7730
14329,Sdr. Ringgade,7730
14330,"Falstersgade 33 B250""
",7730
14331,"Pontoppidansgade 34250""
",7730
14332,Marselisborg Allé,7730
14333,Iver Huitfeldtsgade,7730
14334,"de Mezasvej 5...........250""
Hans Chr. Ravn Nielsen",7730
14335,Frederiksgade 15 E,7730
14336,"Skjernvej 10..250""
",7730
14337,Sønderallé 32 ..........250Kr.,7731
14338,"Norsgade 9.. .250""
Inge Topp-Petersen",7731
14339,Sdr. Ringgade,7731
14340,"Tordenskjoldsgade 30...........................125""",7731
14341,Hjelmens-gade 26.,7737
14342,Odder,7738
14343,Aarhus,7739
14344,Zoologisk Have,7741
14345,Immervad-Lilletorv,7743
14346,Guldsmedgade,7743
14347,Kommunens Gartneri,7744
14348,Kommunehospitalet,7745
14349,Asylet Børnely,7747
14350,Finlandsgade,7750
14351,Pal. Mullers,7750
14352,Aarhus,7752
14353,Aarhus,7754
14354,Aarhus,7756
14355,Aarhus tekniske,7757
14356,Marselisborg Skole,7758
14357,Marselisborg Skole,7758
14358,Marselisborg Skoles,7758
14359,Aarhus,7759
14360,Aarhus Kommune,7761
14361,Aarhus Kommune,7761
14362,Aarhus,7763
14363,Aarhus,7763
14364,Aarhus Kommune,7763
14365,Valbyvej,7764
14366,Bøgebjergvej,7765
14367,Aarhus Købstadkommune,7767
14368,Mergelgrav,7768
14369,Mindeparken,7768
14370,Aarhus,7768
14371,Risskov,7768
14372,Frederiksberg,7768
14373,Marselis Boulevard,7768
14374,Paludan Møllers,7768
14375,Stockholmsgade,7768
14376,Trind Sø,7768
14377,Højvangs Jord,7768
14378,Søren Frichs Vejs,7768
14379,Aabyvej,7768
14380,Falkevej,7768
14381,Blaamejsevej,7768
14382,Aarhus,7768
14383,Aarhus,7775
14384,Aarhus,7775
14385,Aarhus,7775
14386,Aarhus-Hallen,7776
14387,Løsøre,7776
14388,Strandparken,7777
14389,Finderupvej,7779
14390,Elektricitetsværket,7790
14391,Havnen,7792
14392,Kommune-hospitalet,7797
14393,Marselisborg Skole,7797
14394,Studsgade 29,7805
14395,Nørregade 41,7805
14396,Matr. Nr. 117 a,7808
14397,"Markj.
Toges",7808
14398,Aarhus Borgerskoler,7809
14399,Aarhus Sporveje,7814
14400,Gaardsplads,7816
14401,Marcus Bechs,7816
14402,Den gamle By,7816
14403,Aarhus,7818
14404,Sygekassen,7818
14405,Aarhus,7818
14406,Aarhus,7818
14407,Aarene,7819
14408,Aarhus,7819
14409,Aarhus,7819
14410,Aahave,7821
14411,Viby Mosegaard,7821
14412,Frederikshaldsgade,7822
14413,Gadens Istandsættelse,7822
14414,Marselisborg Gymnasium,7823
14415,Marselisborg Skoles,7823
14416,Aarhus Kommunes,7823
14417,Marselisborg Gymnasium,7823
14418,Aarhus,7824
14419,Fjor,7825
14420,Aarhus,7825
14421,Aarhus,7826
14422,Aarhus,7826
14423,København,7826
14424,Skive,7826
14425,Kolding,7826
14426,Esbjerg,7826
14427,Blaamejsevej j,7833
14428,Falke vej,7833
14429,Moesgaardarealet,7834
14430,Restauranten,7834
14431,Giber Aa,7834
14432,Moesgaard-Arealerne,7834
14433,Soppedam,7834
14434,Aa,7834
14435,Mose,7834
14436,Park,7835
14437,Stranden,7835
14438,Aaen,7835
14439,Giber Aa,7836
14440,Aaen,7836
14441,Jord,7836
14442,Gevind,7837
14443,Stranden,7837
14444,Mindeparken,7837
14445,Aarhus Teater,7840
14446,Fridtjof Nansens,7842
14447,Rudolph Wulffs,7842
14448,Bygvangen,7842
14449,Finlandsgade,7842
14450,Højvangs Allé,7842
14451,Skovenes Regnskab,7843
14452,Statslaan,7845
14453,Rudolph Wulffs,7846
14454,Statslaan,7847
14455,Rudolph Wulffs Gade,7847
14456,Kommunehospitalet,7849
14457,Marselisborg Hospital,7849
14458,Ny Munkegades Skole,7853
14459,Aarhus,7853
14460,Aarhus,7853
14461,Aarhus,7853
14462,Aarhus,7856
14463,Søndre Kirkegaard,7868
14464,Ole Rømer Monumentet,7868
14465,Bøgebjergvej,7869
14466,Fridtjof Nansens,7870
14467,Stockholm-gade,7871
14468,Haders-levgade,7872
14469,Aarhus,7875
14470,Hinge,7879
14471,. Land Ager,7879
14472,Skov,7879
14473,Grunden,7879
14474,Aarhus,7879
14475,Københavns Kommune,7880
14476,Aarhus,7880
14477,Aarhus,7881
14478,Aarhus,7881
14479,Nørrebrogades Skole,7883
14480,Folkebiblioteket,7884
14481,Aarhus,7886
14482,Gasværket,7888
14483,Kommunehospitalet,7889
14484,Marselisborg Hospital,7890
14485,Stautrupværket,7891
14486,Havnen,7894
